Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,15,2,9238,2,1,0.578947368,26,3,37,3,9,0.394736842,2,1,1,1,1,1,0.056603774,2,1,7,10,6,0.688741722,1,1,7,8,7,0.726923077,1,0.73255814,0.111111111,0.640686922,0
1,18,4,9085,2,1,0.568421053,103,1,1,10,10,0.391578947,2,1,1,2,1,2,0.018867925,2,1,6,10,5,0.635761589,1,1,6,9,6,0.7,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9556,2,1,0.894736842,103,5,3,2,2,0.931578947,2,1,1,2,1,1,0.018867925,2,1,8,9,5,0.635761589,1,1,9,9,1,0.0,1,1.0,0.244444444,0.414795244,1
1,43,2,9119,2,1,0.401052632,1,1,1,10,4,0.431578947,1,1,1,2,2,1,0.264150943,1,1,6,13,2,0.635761589,1,1,6,10,2,0.592307692,5,1.0,0.244444444,0.414795244,1
1,39,2,9119,2,19,0.401052632,1,19,19,6,4,0.062105263,2,1,1,2,2,1,0.132075472,1,1,6,10,2,0.635761589,1,1,6,7,4,0.565384615,1,0.372093023,0.488888889,0.766182299,0
1,39,2,171,2,1,0.526315789,1,3,1,3,11,0.205263158,2,1,1,2,2,1,0.132075472,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.209302326,0.0,0.124174373,0
1,39,2,9147,2,1,0.157894737,1,37,37,10,10,0.161052632,1,1,2,1,2,1,0.169811321,1,1,6,6,1,0.0,1,1,6,10,1,0.0,1,0.372093023,0.488888889,0.766182299,1
1,1,2,9130,2,1,0.621052632,1,3,3,3,3,0.444210526,2,1,2,2,2,1,0.018867925,1,1,7,12,6,0.721854305,1,1,7,10,5,0.632692308,1,1.0,0.244444444,0.414795244,1
1,17,2,9147,2,1,0.326315789,1,37,37,5,8,0.230526316,1,1,1,2,2,2,0.037735849,1,1,6,13,4,0.618101545,1,1,6,11,4,0.628205128,1,0.593023256,1.0,0.311756935,0
1,17,2,9670,2,1,0.4,1,19,37,10,9,0.282105263,2,1,1,2,2,1,0.094339623,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.73255814,0.111111111,0.640686922,1
1,1,3,9500,2,1,0.526315789,1,4,2,3,4,0.34,2,1,1,2,2,1,0.018867925,1,1,9,9,8,0.619337748,1,1,9,9,8,0.629461539,1,0.372093023,0.488888889,0.766182299,0
1,44,2,9070,2,39,0.263157895,1,1,19,5,8,0.263157895,1,1,2,1,2,1,0.056603774,1,1,7,12,1,0.0,7,1,7,13,1,0.0,13,1.0,0.244444444,0.414795244,1
1,44,2,171,2,39,0.578947368,1,4,4,3,3,0.578947368,1,1,1,2,2,1,0.150943396,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.918604651,0.8,0.0,0
1,39,2,9119,2,1,0.578947368,1,3,3,5,5,0.578947368,2,1,1,2,2,1,0.188679245,1,1,6,11,2,0.741721854,1,1,6,1,1,0.0,1,0.151162791,0.488888889,1.0,1
1,17,2,9254,2,1,0.336842105,1,3,19,5,5,0.230526316,1,1,1,2,2,1,0.075471698,1,1,7,8,6,0.582781457,1,1,7,8,6,0.667692308,1,0.918604651,0.8,0.0,0
1,44,2,9003,2,39,0.473684211,1,19,38,4,10,0.473684211,2,1,1,2,2,1,0.075471698,1,1,7,8,7,0.681173132,1,1,7,7,7,0.708974359,1,0.558139535,0.288888889,0.772787318,0
1,18,4,9773,2,1,0.347368421,1,19,1,10,10,0.285263158,2,1,1,2,2,1,0.037735849,1,1,7,10,5,0.662251656,1,1,7,7,7,0.61025641,1,0.372093023,0.488888889,0.766182299,1
1,39,2,9500,2,1,0.336842105,1,19,19,6,6,0.684210526,1,1,1,2,2,1,0.20754717,1,1,8,8,8,0.769725639,1,1,9,12,9,0.808671329,1,1.0,0.244444444,0.414795244,0
1,1,2,9147,2,1,0.231578947,1,19,19,6,8,0.246315789,1,1,1,2,2,1,0.056603774,1,1,6,9,6,0.529801325,1,1,6,11,3,0.646153846,1,0.0,0.755555556,0.578599736,0
1,44,2,9003,2,39,0.578947368,1,1,19,5,11,0.578947368,1,1,1,2,2,2,0.075471698,1,1,7,9,7,0.688741722,1,1,7,11,7,0.679807692,1,0.918604651,0.8,0.0,0
1,1,2,9500,2,1,0.621052632,1,1,1,6,4,0.525263158,1,1,1,2,2,2,0.018867925,1,1,8,8,8,0.845411542,1,1,9,10,9,0.817863248,1,1.0,0.244444444,0.414795244,0
1,17,3,9119,2,1,0.336842105,1,19,1,10,11,0.274736842,2,1,1,2,2,2,0.018867925,1,1,6,7,6,0.699337748,1,1,6,9,6,0.678461539,1,0.151162791,0.488888889,1.0,0
1,1,3,9147,2,1,0.4,1,19,1,6,11,0.282105263,1,1,1,2,2,1,0.056603774,1,1,6,10,5,0.540397351,1,1,6,7,4,0.592307692,1,0.918604651,0.8,0.0,0
1,39,2,9119,2,40,0.263157895,1,1,1,6,11,0.545263158,1,1,1,2,2,1,0.150943396,1,3,6,7,6,0.752317881,1,2,6,6,3,0.726923077,1,1.0,0.244444444,0.414795244,0
1,1,2,9670,2,1,0.401052632,1,38,19,6,7,0.452631579,1,1,2,2,2,1,0.094339623,1,1,7,9,7,0.668874172,1,1,7,12,3,0.780769231,1,0.406976744,0.311111111,0.80317041,0
1,1,2,9500,2,1,0.568421053,1,37,37,10,10,0.452631579,1,1,1,2,2,1,0.018867925,1,1,9,12,7,0.715055188,2,1,9,12,7,0.72674359,2,0.209302326,0.0,0.124174373,0
1,17,3,9147,2,1,0.315789474,1,19,38,10,8,0.224210526,2,1,1,2,2,1,0.037735849,1,1,6,9,6,0.701986755,1,1,6,9,6,0.592307692,1,0.73255814,0.111111111,0.640686922,0
1,1,6,9119,2,1,0.326315789,1,12,19,5,6,0.289473684,2,1,1,2,2,1,0.037735849,1,1,6,13,4,0.635761589,1,1,6,11,4,0.646153846,1,0.558139535,0.288888889,0.772787318,1
1,39,2,9773,2,19,0.401052632,1,19,1,8,10,0.210526316,2,1,2,1,2,1,0.150943396,1,1,7,11,5,0.688741722,1,1,7,10,5,0.740384615,1,0.593023256,1.0,0.311756935,1
1,43,2,9070,2,1,0.210526316,1,12,12,2,11,0.210526316,1,1,2,2,2,1,0.075471698,1,6,12,13,10,0.623988227,1,4,9,12,4,0.735897436,1,0.918604651,0.8,0.0,1
1,17,4,9119,2,1,0.231578947,1,1,2,4,3,0.261052632,2,1,1,2,2,1,0.037735849,1,1,6,11,3,0.582781457,1,1,7,11,1,0.0,1,0.406976744,0.311111111,0.80317041,1
1,17,3,9147,2,1,0.401052632,1,1,1,5,5,0.0,1,1,1,2,2,1,0.056603774,1,1,6,15,1,0.0,1,1,6,6,1,0.0,1,0.406976744,0.311111111,0.80317041,1
1,44,2,9003,2,39,0.578947368,1,3,2,3,3,0.578947368,1,1,1,2,2,1,0.150943396,1,10,15,17,15,0.658467361,1,4,10,14,7,0.584615385,1,0.918604651,0.8,0.0,1
1,17,2,9147,2,1,0.368421053,1,19,1,8,5,0.24,2,1,1,2,2,1,0.056603774,1,1,6,9,4,0.582781457,1,1,6,12,4,0.646153846,1,0.372093023,0.488888889,0.766182299,0
1,1,2,171,2,1,0.694736842,1,37,37,10,10,0.517894737,2,1,1,2,2,1,0.018867925,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.0,0.755555556,0.578599736,0
1,44,2,9254,2,39,0.368421053,1,39,39,195,194,0.368421053,2,1,2,2,2,1,0.113207547,1,1,7,13,4,0.609271523,1,1,7,13,4,0.574358975,1,0.151162791,0.488888889,1.0,0
1,42,2,9500,2,1,0.168421053,1,1,3,10,11,0.349473684,2,1,1,2,2,1,0.113207547,1,1,9,9,9,0.662649007,1,1,9,9,9,0.673480769,1,0.209302326,0.0,0.124174373,0
1,53,2,9003,2,42,0.473684211,1,3,38,142,152,0.424210526,1,1,1,2,2,1,0.075471698,1,8,13,19,12,0.640577965,1,6,13,15,12,0.646153846,1,0.151162791,0.488888889,1.0,0
1,1,2,9130,2,1,0.389473684,1,1,1,4,4,0.514736842,2,1,1,2,2,1,0.056603774,1,1,6,15,3,0.582781457,4,1,6,10,4,0.682051282,1,0.209302326,0.0,0.124174373,0
1,1,2,9130,2,1,0.389473684,1,19,38,10,10,0.372631579,2,1,1,2,2,1,0.018867925,1,1,7,7,7,0.715231788,1,1,7,10,6,0.710769231,1,0.151162791,0.488888889,1.0,0
1,1,7,9070,2,6,0.252631579,1,1,1,10,10,0.296842105,2,1,1,2,2,1,0.094339623,1,1,7,7,7,0.750551877,1,1,7,9,7,0.733653846,1,0.372093023,0.488888889,0.766182299,0
1,39,2,9670,2,1,0.401052632,1,19,19,4,10,0.242105263,1,1,1,2,2,1,0.188679245,1,1,7,8,7,0.741721854,1,1,7,8,7,0.792307692,1,0.151162791,0.488888889,1.0,0
1,39,2,9003,2,19,0.401052632,1,4,1,3,5,0.263157895,1,1,1,2,2,1,0.150943396,1,1,4,5,1,0.0,1,1,4,6,1,0.0,1,1.0,0.244444444,0.414795244,1
1,17,5,9119,2,1,0.357894737,1,34,36,1,6,0.251578947,2,1,1,2,2,1,0.018867925,1,1,6,10,4,0.618101545,1,1,6,11,4,0.61025641,5,0.0,0.755555556,0.578599736,1
1,17,2,9085,2,1,0.347368421,1,38,19,9,9,0.233684211,1,1,1,2,2,1,0.056603774,1,1,6,8,6,0.773509934,2,1,6,6,6,0.764615385,1,0.593023256,1.0,0.311756935,0
1,39,2,9003,2,1,0.263157895,1,3,4,3,3,0.263157895,1,1,1,2,2,1,0.188679245,1,1,7,11,6,0.688741722,1,1,7,14,6,0.619230769,1,1.0,0.244444444,0.414795244,0
1,1,2,9147,2,1,0.368421053,1,38,37,10,10,0.313684211,2,1,1,2,2,1,0.094339623,1,1,6,10,1,0.0,1,1,6,6,2,0.646153846,1,0.0,0.755555556,0.578599736,1
1,17,7,9119,2,1,0.168421053,1,19,3,6,11,0.121052632,2,1,1,2,2,1,0.037735849,1,1,6,11,4,0.556291391,1,1,6,12,4,0.581538462,1,0.558139535,0.288888889,0.772787318,1
1,1,7,9147,2,1,0.273684211,1,3,19,5,6,0.229473684,1,1,1,2,2,1,0.056603774,1,1,6,15,4,0.656953642,1,1,6,9,6,0.583333333,1,0.73255814,0.111111111,0.640686922,0
1,43,5,171,2,1,0.231578947,1,19,12,10,11,0.150526316,1,1,1,2,2,1,0.037735849,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.209302326,0.0,0.124174373,0
2,39,2,9085,2,9,0.401052632,1,1,1,5,5,0.263157895,2,1,1,1,2,1,0.226415094,1,1,6,13,1,0.0,5,1,6,9,1,0.0,2,0.209302326,0.0,0.124174373,1
1,1,3,9500,2,1,0.568421053,1,3,1,10,10,0.447368421,1,1,1,2,2,1,0.037735849,1,1,9,9,8,0.732639546,1,1,9,9,8,0.744615385,1,0.593023256,1.0,0.311756935,0
2,1,2,9238,2,1,0.410526316,1,37,37,6,6,0.267368421,1,1,1,2,1,1,0.056603774,1,1,7,8,7,0.609271523,1,1,7,7,7,0.628205128,1,0.0,0.755555556,0.578599736,0
1,1,5,9070,2,1,0.431578947,1,37,37,10,9,0.438947368,2,1,1,2,1,1,0.056603774,1,1,7,7,5,0.715231788,1,1,7,9,7,0.733653846,1,0.372093023,0.488888889,0.766182299,0
1,17,6,9500,2,1,0.484210526,1,12,1,6,6,0.4,2,1,1,2,1,1,0.018867925,1,1,8,9,8,0.664238411,1,1,9,10,8,0.679230769,1,0.73255814,0.111111111,0.640686922,0
1,17,2,9670,2,1,0.484210526,1,1,19,9,8,0.355789474,2,1,1,2,1,1,0.037735849,1,1,7,7,7,0.785871965,1,1,7,9,7,0.715384616,1,0.151162791,0.488888889,1.0,0
1,1,2,9147,2,1,0.557894737,1,37,38,10,9,0.4,2,1,1,2,1,1,0.018867925,1,1,6,11,5,0.635761589,1,1,6,10,5,0.689230769,1,0.73255814,0.111111111,0.640686922,0
1,17,2,9254,2,1,0.073684211,1,37,37,8,8,0.073684211,1,1,1,2,1,1,0.037735849,1,1,7,9,6,0.625165563,1,1,7,9,6,0.624615385,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9147,2,1,0.505263158,1,1,19,4,4,0.409473684,1,1,1,2,1,2,0.018867925,1,1,6,6,6,0.794701987,1,1,6,6,6,0.818461539,1,0.593023256,1.0,0.311756935,0
1,17,2,9085,2,1,0.263157895,1,38,19,91,91,0.336842105,1,1,1,2,1,1,0.037735849,1,1,6,8,4,0.635761589,1,1,6,8,6,0.710769231,1,0.0,0.755555556,0.578599736,0
1,17,2,9773,2,1,0.273684211,1,38,38,10,9,0.267368421,2,1,1,2,1,2,0.018867925,1,1,7,7,7,0.6799117,1,1,7,8,7,0.661538462,1,0.918604651,0.8,0.0,0
1,1,4,9254,2,1,0.284210526,1,37,37,10,4,0.310526316,2,1,1,2,1,1,0.037735849,1,1,7,13,7,0.618101545,1,1,7,15,4,0.646153846,1,0.0,0.755555556,0.578599736,0
1,1,5,9556,2,1,0.284210526,1,37,1,6,5,0.304210526,1,1,1,2,1,1,0.037735849,1,1,8,10,8,0.644370861,1,1,9,9,9,0.744423077,1,0.73255814,0.111111111,0.640686922,0
1,1,3,9670,2,1,0.294736842,1,19,1,10,4,0.24,2,1,1,2,1,1,0.018867925,1,1,7,7,7,0.732891832,1,1,7,12,7,0.783760684,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9500,2,1,0.4,1,3,19,3,9,0.333684211,1,1,1,2,1,1,0.037735849,1,1,8,13,5,0.659602649,1,1,8,12,6,0.63,1,1.0,0.244444444,0.414795244,0
1,44,2,9670,2,39,0.157894737,1,37,1,10,5,0.157894737,1,1,1,2,1,2,0.056603774,1,3,7,10,7,0.642384106,1,3,7,8,7,0.730769231,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9670,2,1,0.631578947,1,1,19,5,9,0.417894737,2,1,1,2,1,1,0.056603774,1,1,7,9,6,0.709933775,1,1,7,11,5,0.7,1,0.593023256,1.0,0.311756935,0
1,17,2,9003,2,1,0.252631579,1,37,37,5,7,0.191578947,1,1,2,2,1,1,0.056603774,1,1,7,9,7,0.706401766,1,1,7,9,6,0.753846154,1,0.406976744,0.311111111,0.80317041,0
1,17,2,9853,2,1,0.401052632,1,38,12,8,1,0.173684211,1,1,1,1,1,2,0.056603774,1,1,7,11,5,0.635761589,1,1,7,15,4,0.538461539,1,0.0,0.755555556,0.578599736,1
4,39,2,9853,2,1,0.505263158,1,37,1,10,11,0.473684211,1,1,2,1,1,1,0.264150943,1,1,8,9,7,0.671081678,1,1,8,10,6,0.678461539,1,0.151162791,0.488888889,1.0,1
1,17,2,9670,2,1,0.568421053,1,19,37,8,5,0.413684211,1,2,1,2,1,1,0.056603774,1,1,7,8,7,0.671081678,1,1,7,10,7,0.741880342,1,0.372093023,0.488888889,0.766182299,0
1,17,2,9003,2,1,0.4,1,38,37,10,10,0.318947368,2,1,1,2,1,1,0.075471698,1,13,19,23,19,0.629874908,2,12,14,14,14,0.617159763,1,0.918604651,0.8,0.0,0
1,7,2,9130,2,3,0.473684211,1,19,38,10,10,0.473684211,2,1,1,2,1,1,0.113207547,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,17,6,9070,2,1,0.284210526,1,19,38,6,8,0.258947368,1,1,2,1,1,1,0.075471698,1,1,7,7,5,0.688741722,1,1,7,9,5,0.624615385,1,0.372093023,0.488888889,0.766182299,1
1,7,2,9500,2,40,0.789473684,1,1,1,10,5,0.789473684,1,1,1,2,1,1,0.132075472,1,5,8,8,8,0.89460738,1,4,9,10,9,0.847777778,1,1.0,0.244444444,0.414795244,0
1,1,2,9500,2,1,0.505263158,1,1,37,4,9,0.347368421,1,1,1,2,1,2,0.018867925,1,1,8,10,8,0.691685063,1,1,9,9,9,0.851442308,1,0.73255814,0.111111111,0.640686922,0
1,1,4,171,2,1,0.210526316,1,9,1,7,7,0.144210526,2,1,1,1,1,1,0.075471698,1,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.209302326,0.0,0.124174373,1
1,17,2,9130,2,1,0.294736842,1,19,3,4,3,0.28,2,1,2,2,1,2,0.037735849,1,1,6,8,1,0.0,1,1,6,6,1,0.0,1,0.0,0.755555556,0.578599736,1
1,1,7,9500,2,1,0.378947368,1,38,19,8,8,0.318947368,2,1,1,2,1,2,0.037735849,1,1,9,9,8,0.65460738,1,1,9,9,8,0.665307693,1,0.372093023,0.488888889,0.766182299,0
1,17,2,9085,2,1,0.336842105,1,19,38,195,194,0.237894737,1,1,1,2,1,1,0.018867925,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.558139535,0.288888889,0.772787318,1
1,43,4,9500,2,1,0.326315789,1,38,37,7,6,0.308421053,2,1,1,2,1,2,0.018867925,1,1,8,9,6,0.634701987,1,1,8,9,6,0.645076923,1,0.0,0.755555556,0.578599736,0
1,1,3,9853,2,1,0.178947368,1,37,37,192,183,0.116842105,2,1,2,2,1,2,0.056603774,1,1,8,8,8,0.734153264,1,1,8,9,8,0.676923077,1,0.151162791,0.488888889,1.0,0
1,1,2,9070,2,1,0.221052632,1,1,1,2,2,0.166315789,2,1,1,2,1,1,0.056603774,1,1,7,7,7,0.6799117,1,1,7,11,7,0.601282052,1,0.558139535,0.288888889,0.772787318,0
1,17,4,9147,2,1,0.242105263,1,1,19,6,8,0.242105263,1,1,1,2,1,1,0.056603774,1,1,6,12,5,0.582781457,1,1,6,8,6,0.710769231,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9500,2,1,0.368421053,1,19,37,10,10,0.24,2,1,1,2,1,2,0.037735849,1,1,9,9,8,0.654683065,1,1,9,9,8,0.665384616,1,0.593023256,1.0,0.311756935,0
1,1,7,9500,2,1,0.515789474,1,1,37,10,10,0.342105263,2,1,1,2,1,2,0.018867925,1,1,9,9,8,0.734153264,1,1,9,9,8,0.746153846,1,0.593023256,1.0,0.311756935,0
1,17,3,9238,2,3,0.105263158,1,37,37,8,9,0.365263158,2,1,1,2,1,2,0.056603774,1,1,7,7,7,0.653421633,1,1,7,7,7,0.574358975,1,0.209302326,0.0,0.124174373,0
1,17,2,9500,2,1,0.505263158,1,37,37,10,9,0.374736842,2,1,1,2,1,1,0.056603774,1,1,8,9,8,0.68064333,1,1,9,11,9,0.742478633,1,1.0,0.244444444,0.414795244,0
1,17,3,9500,2,1,0.442105263,1,19,37,5,8,0.329473684,2,1,1,2,1,2,0.037735849,1,1,8,10,7,0.653774834,1,1,9,10,9,0.701009615,1,0.406976744,0.311111111,0.80317041,0
1,44,2,9085,2,39,0.473684211,1,3,1,3,4,0.473684211,2,1,1,2,1,1,0.037735849,1,1,7,11,6,0.671081678,1,1,7,20,5,0.632692308,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9773,2,1,0.401052632,1,3,19,5,6,0.105263158,2,1,1,2,1,1,0.056603774,1,1,7,7,7,0.732891832,1,1,7,7,7,0.673076923,1,0.593023256,1.0,0.311756935,0
1,17,3,9147,2,1,0.221052632,1,1,38,5,4,0.206315789,2,1,1,2,1,1,0.037735849,1,1,6,16,3,0.569536424,1,1,6,12,3,0.538461539,1,0.73255814,0.111111111,0.640686922,1
1,17,6,9853,2,1,0.231578947,1,38,38,10,8,0.206315789,2,1,1,2,1,1,0.037735849,1,1,7,12,5,0.701986755,1,1,7,11,5,0.551923077,1,0.209302326,0.0,0.124174373,1
1,17,2,9500,2,1,0.442105263,1,38,37,8,6,0.378947368,2,1,1,2,1,2,0.018867925,1,1,9,9,9,0.727483444,1,1,9,9,9,0.739375,1,0.209302326,0.0,0.124174373,0
1,17,5,9070,2,1,0.221052632,1,38,37,10,10,0.147368421,1,1,1,2,1,2,0.113207547,1,1,7,7,7,0.706401766,1,1,7,9,4,0.682051282,1,0.406976744,0.311111111,0.80317041,1
1,1,2,9853,2,1,0.401052632,1,19,19,10,9,0.389473684,2,1,1,2,1,1,0.075471698,1,1,7,9,6,0.635761589,1,1,7,10,6,0.581538462,1,0.593023256,1.0,0.311756935,1
1,1,4,9500,2,1,0.115789474,1,19,37,10,8,0.152631579,2,1,1,2,1,1,0.037735849,1,1,8,9,8,0.690066225,1,1,9,10,9,0.743675214,1,0.73255814,0.111111111,0.640686922,0
1,17,3,9773,2,1,0.315789474,1,1,38,6,7,0.22,2,1,1,2,1,1,0.018867925,1,1,7,7,7,0.688741722,1,1,7,7,7,0.762820513,1,0.558139535,0.288888889,0.772787318,0
1,1,2,9773,2,1,0.410526316,1,19,37,10,10,0.385263158,2,2,1,2,1,1,0.037735849,1,1,7,11,6,0.625165563,1,1,7,11,6,0.646153846,1,0.372093023,0.488888889,0.766182299,0
1,39,2,9500,2,1,0.401052632,1,19,37,10,10,0.263157895,1,1,1,2,1,2,0.150943396,1,1,9,9,8,0.638032166,1,1,9,9,8,0.648461538,1,0.593023256,1.0,0.311756935,0
1,1,3,9853,2,1,0.231578947,1,1,38,5,10,0.154736842,2,1,1,2,1,1,0.037735849,1,1,7,10,6,0.646357616,1,1,7,11,5,0.7,1,0.209302326,0.0,0.124174373,0
1,1,2,9500,2,1,0.431578947,1,1,19,6,8,0.435789474,1,1,1,2,1,2,0.037735849,1,1,8,9,8,0.68013245,1,1,9,9,9,0.834615385,1,0.73255814,0.111111111,0.640686922,0
1,39,2,9556,2,1,0.263157895,1,38,38,192,194,0.263157895,1,1,2,2,1,2,0.132075472,1,1,8,14,8,0.582781457,1,1,9,14,8,0.63,1,0.593023256,1.0,0.311756935,0
1,1,2,9670,2,1,0.421052632,1,37,37,10,8,0.395789474,2,1,1,2,1,2,0.018867925,1,1,7,8,7,0.715231788,1,1,7,10,6,0.753846154,1,0.151162791,0.488888889,1.0,0
1,17,6,9238,2,1,0.284210526,1,37,37,8,6,0.188421053,2,1,1,2,1,2,0.037735849,1,1,7,9,7,0.642384106,1,1,7,8,7,0.684615384,1,1.0,0.244444444,0.414795244,0
1,1,6,9500,2,1,0.547368421,1,37,37,10,10,0.413684211,1,1,1,2,1,2,0.018867925,1,1,9,13,8,0.669063387,1,1,9,13,8,0.68,1,0.593023256,1.0,0.311756935,0
1,17,4,9238,2,1,0.273684211,1,1,1,5,6,0.233684211,1,1,1,2,1,1,0.037735849,1,1,7,12,6,0.593377483,1,1,7,14,6,0.624615385,1,0.918604651,0.8,0.0,0
1,18,2,9773,2,1,0.421052632,1,1,1,4,4,0.366315789,1,1,1,2,1,2,0.018867925,1,1,7,7,7,0.671081678,1,1,7,7,7,0.637179487,1,0.593023256,1.0,0.311756935,1
2,39,2,9670,2,1,0.368421053,1,37,37,10,1,0.663157895,1,1,2,1,1,1,0.320754717,1,1,7,8,5,0.715231788,1,1,7,7,1,0.0,7,0.593023256,1.0,0.311756935,1
1,1,7,9147,2,1,0.347368421,1,37,37,10,10,0.226315789,1,1,1,2,1,1,0.018867925,1,1,6,10,4,0.618101545,1,1,6,16,3,0.592307692,1,0.0,0.755555556,0.578599736,0
1,1,2,9147,2,1,0.357894737,1,37,38,5,10,0.273684211,2,1,1,2,1,1,0.018867925,1,1,6,9,3,0.556291391,1,1,6,8,4,0.664102564,1,0.0,0.755555556,0.578599736,0
1,1,4,9500,2,1,0.505263158,1,37,38,8,8,0.408421053,2,1,1,2,1,1,0.018867925,1,1,9,9,9,0.755960265,1,1,9,9,9,0.768317308,1,0.209302326,0.0,0.124174373,0
1,1,3,9773,2,1,0.136842105,1,38,38,8,8,0.210526316,2,1,2,1,1,1,0.056603774,1,1,7,1,1,0.0,1,1,7,1,1,0.0,1,0.151162791,0.488888889,1.0,1
1,1,2,9147,2,1,0.368421053,1,19,37,10,10,0.387368421,2,1,1,2,1,2,0.037735849,1,1,6,9,3,0.556291391,1,1,6,12,4,0.717948718,1,0.0,0.755555556,0.578599736,0
1,1,2,9238,2,1,0.421052632,1,37,1,4,6,0.273684211,1,1,1,2,1,1,0.075471698,1,1,7,12,6,0.593377483,1,1,7,16,2,0.538461539,1,0.0,0.755555556,0.578599736,0
1,43,3,9556,2,1,0.263157895,1,1,19,5,4,0.16,1,1,1,2,1,1,0.188679245,1,1,8,10,8,0.647871334,1,2,9,11,9,0.711442308,1,0.372093023,0.488888889,0.766182299,0
1,1,2,9670,2,1,0.231578947,1,1,38,6,2,0.194736842,2,1,1,2,1,1,0.056603774,1,1,6,7,5,0.609271523,1,1,6,6,5,0.578846154,1,0.209302326,0.0,0.124174373,0
1,17,2,9238,2,1,0.589473684,1,19,1,6,1,0.52,2,1,1,2,1,1,0.018867925,1,1,7,9,7,0.814569536,1,1,7,8,7,0.884615385,1,1.0,0.244444444,0.414795244,0
1,53,2,9085,2,42,0.473684211,1,1,1,6,6,0.508421053,2,1,1,1,1,1,0.113207547,1,8,13,20,10,0.72406181,1,5,10,16,7,0.726923077,1,0.151162791,0.488888889,1.0,0
1,39,2,9500,2,19,0.401052632,1,1,5,5,4,0.052631579,1,1,1,2,1,1,0.132075472,1,1,9,12,8,0.668306528,1,1,9,12,8,0.679230769,1,0.593023256,1.0,0.311756935,0
1,44,2,9238,2,39,0.368421053,1,38,38,7,10,0.329473684,2,1,1,2,1,2,0.037735849,1,4,7,8,6,0.646357616,1,3,7,7,7,0.619230769,1,0.73255814,0.111111111,0.640686922,0
1,1,2,9773,2,1,0.315789474,1,19,38,4,6,0.22,1,1,1,2,1,1,0.037735849,1,1,7,14,5,0.622516556,1,1,7,11,5,0.592307692,1,0.372093023,0.488888889,0.766182299,0
1,1,5,9238,2,1,0.315789474,1,19,38,10,7,0.209473684,2,1,2,2,1,2,0.037735849,1,1,7,10,6,0.60397351,1,1,7,10,4,0.538461539,1,0.151162791,0.488888889,1.0,0
1,1,2,9238,2,1,0.421052632,1,37,19,6,11,0.273684211,1,1,2,2,1,1,0.018867925,1,1,7,11,6,0.561589404,1,1,7,15,3,0.538461539,1,0.0,0.755555556,0.578599736,0
1,43,2,9070,2,1,0.484210526,1,1,19,6,11,0.336842105,1,1,1,2,1,1,0.056603774,1,1,7,7,6,0.656953642,1,1,7,10,6,0.667692308,1,0.593023256,1.0,0.311756935,0
1,39,2,9003,2,1,0.368421053,1,19,19,10,10,0.263157895,1,1,1,2,1,1,0.150943396,1,1,7,7,1,0.0,1,1,7,7,1,0.0,1,0.406976744,0.311111111,0.80317041,1
1,44,2,9003,2,39,0.894736842,1,1,3,5,3,0.894736842,1,1,1,2,1,1,0.075471698,1,1,7,7,7,0.838852097,1,1,7,9,7,0.834615385,1,0.918604651,0.8,0.0,0
1,1,2,9500,2,1,0.231578947,1,19,19,195,194,0.235789474,2,1,1,2,1,1,0.037735849,1,1,8,13,6,0.625165563,1,1,8,10,7,0.630448718,1,0.406976744,0.311111111,0.80317041,0
1,17,5,9773,2,1,0.336842105,1,1,19,5,2,0.218947368,2,1,1,2,1,1,0.018867925,1,1,7,8,7,0.666035951,1,1,7,7,7,0.735897436,1,0.73255814,0.111111111,0.640686922,0
1,1,4,9670,2,1,0.326315789,1,37,37,1,1,0.436842105,2,1,1,2,1,1,0.018867925,1,1,6,8,4,0.635761589,1,1,6,8,5,0.713461539,2,0.0,0.755555556,0.578599736,0
